Country Name,Country Code,Series Name,Series Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,8666.655382,8807.462812,8528.248777,8395.31877,8340.52344,8874.877928,9740.824491,11910.01323,10216.81763,10223.29836,11496.5241,11450.7242,11525.15639,12059.63516,12038.2497,11003.82976,11521.60978,11715.36014,12844.90099
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,..,..,512000000,524000000,509000000,500000000,493000000,518000000,560000000,675000000,573000000,570000000,640000000,638000000,643000000,673000000,671000000,612000000,639000000,648000000,709000000
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1429049198,1546926174,1755910032,2361726862,2894921778,3159905484,3456442103,3952600602,4085630584,3674409558,3449966857,3629203786,3188808943,3193704343,3271808157,2789870188,2896679212,3000180750,3218316013,3155065488,..
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,21854.2468,22970.51221,25067.24006,32272.84589,37966.18725,40064.22493,42674.75897,47804.84993,48719.65877,43504.21565,40850.24814,43334.81141,38686.46126,39540.72481,41303.92937,35770.7767,37475.63506,38964.90448,41791.96984,40897.33087,..
Andorra,AND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,556.8386317,527.3335285,872.4944418,982.9610078,1255.564513,1902.42215,2599.565948,3121.996085,4080.941034,3122.781599,3587.883645,4615.468219,5100.097027,5254.881126,5408.4117,4166.979833,3506.073128,4095.810057,3289.643995,2809.626088,1776.166868
Angola,AGO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3289.409549,3389.196967,3785.150322,3838.795052,4225.467927,4837.709827,5362.019843,6050.610555,6607.291634,6470.675244,6587.986939,6710.750623,7412.967035,7682.475386,8179.297828,7337.569822,7103.226431,7310.896589,7099.971958,6952.419362,6445.432873
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,9129634978,8936063723,15285594828,17812705294,23552052408,36970918699,52381006892,65266452081,88538611205,70307163678,83799496611,1.1179E+11,1.28053E+11,1.3671E+11,1.45712E+11,1.16194E+11,1.01124E+11,1.22124E+11,1.01353E+11,89417190341,58375976293
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,10872.29295,10367.31961,10401.05088,10797.95106,11446.96914,12557.54785,13995.80442,15622.69287,16044.1058,14160.562,13048.96058,12746.63347,13272.73494,12910.59063,13501.58092,14285.32978,15198.74297,15383.5764,16679.59166,17376.64968,13992.74448
Antigua and Barbuda,ATG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,16843.12161,16173.32622,16367.7349,17458.88373,18718.37078,20269.69099,23180.40071,25613.5465,25690.68949,22435.3937,20611.44578,20347.86848,19598.02386,18797.62637,19039.0045,18911.30689,19920.26578,19840.28404,21521.88505,22774.1742,18241.8682
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,826370370.4,800481481.5,814381481.5,856396296.3,919729629.6,1022962963,1157662963,1312759259,1370070370,1228329630,1148700000,1137637037,1199948148,1181448148,1249733333,1336692593,1436585185,1467977778,1605944444,1687533333,1370281481
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2.84204E+11,2.68697E+11,97724004252,1.27587E+11,1.64658E+11,1.98737E+11,2.32557E+11,2.87531E+11,3.61558E+11,3.32976E+11,4.23627E+11,5.30163E+11,5.45982E+11,5.52025E+11,5.2632E+11,5.94749E+11,5.57531E+11,6.43629E+11,5.2482E+11,4.51932E+11,3.89288E+11
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,7708.099115,7208.373114,2593.404563,3349.8063,4277.721573,5109.852245,5919.012338,7245.446857,9020.873323,8225.137583,10385.96443,12848.8642,13082.66433,13080.25473,12334.79825,13789.06042,12790.24247,14613.04182,11795.15939,10056.63794,8579.017773
Argentina,ARG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11618.79323,11226.87975,10052.48826,11025.1861,12214.74071,13568.76921,14951.72895,16570.00783,17404.06914,16334.74081,18061.93436,19322.22712,19641.35286,20131.68042,19683.77151,20105.19899,20307.87005,23597.11775,23293.39863,22999.27505,20770.72642
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,622.7409229,694.4234554,783.241215,930.1254727,1191.921006,1643.756889,2158.148074,3139.28071,4010.861381,2994.340471,3218.378299,3525.807198,3681.844691,3838.17388,3986.231624,3607.289299,3591.828052,3914.527854,4220.540321,4604.646324,4266.018074
Armenia,ARM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2658.344322,2995.908846,3463.986063,4043.655062,4614.869804,5455.434995,6411.81964,7551.643636,8300.491988,7233.039928,7506.321909,8025.458485,9364.375299,9835.802461,10036.88984,9969.664854,10704.22976,12115.13929,13020.39632,14231.18019,13312.11386
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,1911563669,2118467913,2376335048,2807061009,3576615240,4900469950,6384451606,9206301700,11662040714,8647936748,9260284938,10142111334,10619320049,11121465767,11609512940,10553337673,10546135160,11527458566,12457941907,13619291361,12641209802
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,1873452514,1920111732,1941340782,2021229050,2228491620,2330726257,2424581006,2615083799,2745251397,2498882682,2390502793,2549720670,2534636872,2727849721,2790849162,2962905028,2983636872,3092430168,3202188607,..,..
Aruba,ABW,GDP per capita (current US$),NY.GDP.PCAP.CD,20617.75047,20670.36701,20436.88713,20833.97636,22568.37499,23300.73836,24046.22638,25834.11178,27083.63486,24631.18205,23513.5277,24985.01392,24712.49326,26441.61994,26893.01151,28396.90842,28452.17061,29350.80502,30253.27936,..,..
Aruba,ABW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,32026.97274,31064.35565,29847.92835,30356.04527,33050.90338,34051.4928,35168.56147,36619.58803,37247.9805,33553.882,32625.49269,34324.79936,33567.55002,36829.03277,36779.42943,37311.75032,37585.02508,38897.12267,..,..,..
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,4.15576E+11,3.79084E+11,3.95343E+11,4.67391E+11,6.14166E+11,6.95075E+11,7.47556E+11,8.53955E+11,1.05513E+12,9.28043E+11,1.14759E+12,1.39791E+12,1.54651E+12,1.57634E+12,1.4675E+12,1.35053E+12,1.20669E+12,1.32688E+12,1.42853E+12,1.39195E+12,1.32784E+12
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,21697.70848,19527.32358,20117.78889,23492.40517,30513.94174,34080.9999,36117.48798,41001.14298,49654.9106,42783.32257,52087.97229,62574.1457,68027.84171,68156.62792,62511.69059,56707.02208,49881.76371,53934.25018,57180.7794,54875.28596,51680.31652
Australia,AUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,26343.0767,27439.82779,28768.72863,29807.40956,31407.46145,32653.40162,34369.61939,36599.85073,37499.52513,40281.79967,39336.66348,42003.15806,42836.67186,45906.44004,46880.89518,46248.61646,47255.30701,48398.5497,50169.18729,51748.39772,53316.88543
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1.9729E+11,1.97509E+11,2.14395E+11,2.62274E+11,3.01458E+11,3.16092E+11,3.3628E+11,3.89186E+11,4.32052E+11,4.01759E+11,3.92275E+11,4.31685E+11,4.09402E+11,4.30191E+11,4.42585E+11,3.81971E+11,3.95837E+11,4.17261E+11,4.55168E+11,4.45012E+11,4.33258E+11
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,24625.60072,24558.76368,26527.59309,32294.04886,36889.23351,38417.45779,40669.32696,46915.3374,51919.98358,48153.32402,46903.76159,51442.27625,48564.91734,50731.12725,51786.37717,44195.81759,45307.58786,47429.15846,51486.5755,50114.40111,48588.65938
Austria,AUT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,29376.01974,29702.79753,31178.69333,32144.24181,33773.82578,35013.71404,37662.18517,39430.60917,41316.22518,40918.13212,42009.43853,44452.73275,46457.34578,47922.04912,48799.71547,49865.90394,52684.01711,54172.98679,56960.09143,58076.3488,55685.97029
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,655.1199452,703.6838434,763.080638,883.7339715,1045.009379,1578.40239,2473.081819,3851.437869,5574.603802,4950.294791,5843.533768,7189.691229,7496.294648,7875.756953,7891.313147,5500.310382,3880.738731,4147.089716,4739.84171,4805.753718,4221.407478
Azerbaijan,AZE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3385.512727,3772.943783,4163.199987,4638.124768,5158.394594,6737.146208,9233.680797,11718.52673,12956.83405,13976.10964,14677.16482,14804.57445,15957.71885,17188.94551,17443.87826,14938.40113,14371.02274,14121.40694,14550.76282,15052.79387,14479.70541
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,5272798391,5707720391,6235856820,7276753895,8680370408,13245716099,20982986344,33050343783,48852482960,44291490421,52909294792,65951627200,69683935845,74164435946,75244294275,53074370486,37867518957,40865558912,47112941176,48174235294,42607176471
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,27098.15632,27486.23677,28867.0825,28327.81367,28396.01371,30279.39221,30713.79806,31472.28554,30627.32775,28552.51716,28443.88848,28005.9124,29485.86422,28583.0233,30065.1602,31776.05559,31732.91914,32376.50917,33290.02814,33799.41769,25194.02514
"Bahamas, The",BHS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,28034.19652,28956.8955,29715.69528,29363.12194,29869.40634,31261.77357,32401.62592,33117.60507,32373.49264,30728.81809,31090.58165,31522.02023,32216.6978,31650.43901,33248.11329,33937.41876,34338.51956,35917.75703,37416.97226,37973.24725,32538.56916
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,8076470000,8317830000,8881160000,8870090000,9055290000,9836200000,10167250000,10618340000,10526000000,9981960000,10095760000,10070450000,10720500000,10494600000,11142900000,11890600000,11992600000,12359700000,12837800000,13164400000,9907500000
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,13636.41675,12868.17692,13049.90973,14222.0368,15846.50595,17959.39683,19307.50894,20976.44229,23066.45098,19355.92101,20722.07049,22514.20272,23654.36959,24744.29696,24989.43753,22634.08565,22608.45256,23742.93734,24085.95599,23551.93009,20409.9528
Bahrain,BHR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,42181.90604,42094.58142,41932.58355,42860.48222,44185.33854,45400.8527,46200.63586,47532.85916,47847.61525,46498.8434,46872.94778,47377.49831,50675.62102,51494.41172,51101.97702,45575.78357,44768.97091,47709.77802,47503.06194,47228.10004,43755.85562
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,9062898936,8976196809,9593510638,11074813830,13150159574,15968723404,18504760638,21730000000,25710904255,22938218085,25713271277,28776595745,30749308511,32539468085,33387712766,31050638298,32234973404,35473776596,37801462766,38652579787,34729228723
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,53369787319,53991289844,54724081491,60158929188,65108544250,69442943089,71819083684,79611888213,91631278239,1.02478E+11,1.15279E+11,1.28638E+11,1.33356E+11,1.4999E+11,1.72885E+11,1.95079E+11,2.21415E+11,2.49711E+11,2.74039E+11,3.02571E+11,3.23057E+11
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,418.0689421,415.0344043,413.0802826,446.3106757,475.2919302,499.4619402,509.6401899,558.0518407,634.9870697,702.2644196,781.1535777,861.7621622,883.1171296,981.8608514,1118.873808,1248.45331,1401.564635,1563.767819,1698.132081,1855.740094,1961.613749
Bangladesh,BGD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1331.548429,1403.126219,1453.262257,1523.797478,1620.425053,1753.874608,1901.716701,2065.154773,2206.510371,2309.563637,2439.069627,2620.83379,2937.628798,3143.585503,3368.056164,3555.50526,3848.957664,4160.703325,4547.480016,4954.761848,5138.65321
Barbados,BRB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12705.12287,12630.94304,12887.82622,13368.34994,13873.89609,14816.1173,16098.21053,16820.35328,17190.94622,16374.51507,16127.81138,16304.38242,15310.11393,15334.82825,15175.49564,15510.66121,15951.95868,15789.04116,16051.25581,16300.42221,13349.57038
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,11268.42006,11209.42112,11361.51677,11699.37047,12512.57797,13822.74175,15199.56753,16770.66103,17092.58214,15885.41018,16056.37098,16458.35321,16249.67395,16451.27931,16489.07224,16524.8995,16900.04829,17391.66891,17745.25537,18148.49785,15373.8547
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,3059500000,3054500000,3106500000,3209500000,3444500000,3819500000,4217500000,4674000000,4785000000,4465500000,4530000000,4657500000,4610000000,4677000000,4696500000,4715000000,4830000000,4978000000,5086500000,5209000000,4418000000
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,1276.288034,1244.373185,1479.314583,1819.766059,2378.623286,3125.810535,3847.434124,4735.657608,6377.369732,5352.583912,6033.686239,6527.173869,6953.132515,7998.125239,8341.399679,5967.052204,5039.681886,5785.670673,6360.062473,6837.717826,6424.152176
Belarus,BLR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5808.357426,6248.211382,6709.845503,7367.193779,8489.484087,9642.429793,10994.76674,12317.4565,13885.74672,14054.10602,15360.1479,16563.20141,18105.28672,18994.19019,19008.06102,18095.66518,17785.9432,18356.10077,19430.27877,20094.52581,20239.20182
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,12736856828,12354820144,14594249023,17827791321,23144351852,30207567317,36954312354,45277399814,60763483146,50874078052,57222490769,61757788945,65685102555,75527984234,78813839984,56454734397,47722657821,54726595249,60031262269,64409647194,60258239056
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,2.36792E+11,2.36746E+11,2.58384E+11,3.18083E+11,3.69215E+11,3.85715E+11,4.0826E+11,4.70922E+11,5.17328E+11,4.83254E+11,4.81421E+11,5.2333E+11,4.96153E+11,5.21791E+11,5.3539E+11,4.62336E+11,4.76063E+11,5.02765E+11,5.43274E+11,5.35289E+11,5.21861E+11
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,23098.88651,23015.07126,25006.1914,30655.20927,35429.40779,36809.70134,38705.1068,44319.16545,48303.39796,44760.29124,44184.94635,47410.56693,44670.56068,46757.95186,47764.07151,41008.29672,42012.62272,44198.48239,47542.76952,46591.49161,45205.33594
Belgium,BEL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,27784.5715,28788.06284,30282.28865,30932.85251,32063.08032,33177.89095,35259.18671,36791.20043,37883.33194,37749.50954,39840.0882,40942.37271,42290.76205,43671.11959,44929.68559,46200.90445,48597.39998,50442.27054,52528.11854,54269.51403,53088.9688
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,3364.491731,3404.420586,3526.081513,3650.60647,3802.26316,3885.034074,4155.323885,4252.395404,4404.308198,4186.519998,4270.780085,4423.496842,4505.600593,4568.641228,4718.436581,4770.232656,4856.973249,4945.857699,5001.422157,5078.809944,4115.177008
Belize,BLZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5558.968227,5765.982875,5963.261358,6467.380498,6781.222276,6945.267823,7306.607131,7347.215027,7554.687908,7438.923106,7563.896568,7684.829862,7272.836587,7227.213563,7190.086108,7235.710178,7236.930959,7193.63431,7436.046107,7558.567917,6457.636558
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,832072450,868358750,925197950,983575600,1051386600,1102564900,1210603750,1271598050,1351338650,1317309450,1377177100,1460797903,1522897506,1579411253,1667335061,1721700991,1789304088,1858529677,1915899787,1982518541,1636280797
Benin,BEN,GDP per capita (current US$),NY.GDP.PCAP.CD,512.673902,518.0674741,574.9297982,711.2849548,798.7443045,822.7851431,856.0549166,966.2036183,1125.426134,1088.757906,1036.534515,1130.273251,1145.140105,1251.209767,1291.410185,1076.796698,1087.287331,1136.593872,1241.825298,1219.515506,1291.040972
Benin,BEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1759.720357,1837.805332,1894.998881,1936.880972,2015.637766,2052.528853,2135.26377,2258.492681,2347.924324,2353.632893,2364.119636,2416.327362,2498.495773,2669.68822,2833.412753,2886.829137,3004.807805,3044.517156,3236.670417,3426.329654,3505.424354
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,3519991326,3666222600,4194342849,5349258334,6190270756,6567654494,7034111651,8169048690,9787735426,9738626993,9535344283,10693321954,11141358945,12517845732,13284528654,11388160958,11821066153,12701654743,14262407012,14391686633,15651545332
Bermuda,BMU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,53983.1078,58516.59054,58183.95277,60886.12122,63560.14316,66207.25459,71580.62207,75534.9776,75121.64813,71040.17368,70620.08068,69998.84342,67453.82052,68993.22749,68775.44674,71873.22806,76362.05141,81834.95587,83377.06467,85263.763,80829.61681
Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,56284.16865,58883.95943,62583.1002,66111.72523,70359.31911,75882.03386,95221.85887,104287.3875,106935.4863,101407.764,101875.2841,97774.16207,98431.86518,99471.6389,98467.68399,102005.6256,106885.8785,111820.5815,113023.1856,117098.4463,107079.4798
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,3480219000,3680483000,3937228000,4186525000,4484703000,4868136000,6144000000,6767000000,6980000000,6656000000,6634526000,6312691000,6378188000,6465756000,6413988000,6654541000,6899911000,7142316000,7224329000,7484113000,6842700000
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,718.196337,764.4328082,845.5006721,962.0953713,1068.431811,1228.432356,1330.977444,1757.190496,1828.154677,1819.19731,2258.186435,2563.261224,2538.949519,2472.724753,2652.225654,2752.630172,2930.574923,3286.596744,3243.477437,3322.863329,3000.779327
Bhutan,BTN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2696.378391,2923.116464,3229.50883,3480.084171,3723.461728,4056.152552,4412.510058,5302.73422,5608.49446,5972.870569,6693.515913,7295.853328,7912.144645,7989.689179,8666.455725,9500.650716,10457.24438,11142.47467,11620.9159,12366.52648,11130.21623
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,424464089.9,461444513.7,520849551.5,604041957.9,682523857,796938120.2,874989895.6,1168308517,1227808791,1234014292,1547991318,1777101317,1781281282,1756215665,1907090813,2003598213,2158972129,2450364928,2446866405,2535657069,2315437338
Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,997.5817489,948.8702113,904.2257999,907.5374158,967.4064586,1034.3118,1218.87407,1372.628368,1715.208393,1754.209464,1955.460182,2346.337844,2609.880562,2908.20037,3081.878823,3035.971655,3076.65644,3351.124344,3548.59078,3552.068143,3133.099803
Bolivia,BOL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3437.616428,3504.736379,3580.814335,3677.639976,3863.452021,4086.376108,4335.381717,4575.664237,4868.442641,4986.457914,5167.110319,5460.257058,5921.648907,6624.805922,7056.828364,7133.873145,7499.772741,8423.697558,8863.349161,9093.431659,8275.491497
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,8397912509,8141537938,7905485216,8082364868,8773451739,9549077869,11451869165,13120183157,16674324634,17339992165,19649631314,23963033431,27084497483,30659338880,32996188013,33000198248,33941126200,37508642165,40287647930,40895322844,36572764863
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,1484.176056,1544.602075,1789.857691,2258.946452,2698.46718,2980.601268,3416.512376,4193.368011,5090.945834,4714.693746,4635.510195,5092.554723,4777.066914,5129.663534,5330.355075,4729.689959,4994.971551,5394.268944,6070.349081,6119.762345,6079.738285
Bosnia and Herzegovina,BIH,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4598.155112,4791.895792,5196.529754,5461.782443,5949.360939,6479.645754,7414.019421,8196.496314,9028.858595,9028.633507,9348.264569,9976.490774,10304.02448,11016.55045,11433.19043,12010.7595,13072.18301,13753.83744,14918.47557,15711.39474,15591.63311
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,5567405599,5800774717,6728771314,8498560902,10157553968,11222953335,12864610863,15778767411,19112739398,17613836527,17176781046,18644723854,17221192466,18172335776,18560861389,16219819017,16914287349,18079075771,20177409351,20201323260,19946496563
Botswana,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,3522.310821,3278.016079,3190.624811,4330.972369,5073.520408,5513.331063,5521.990608,5832.737052,5713.543931,5255.776533,6434.812485,7617.310041,7050.573472,7224.912737,7495.220866,6402.910183,6982.917492,7296.092142,7503.878588,7203.064221,6404.899932
Botswana,BWA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8461.967023,8507.000351,9004.94805,9431.86519,9772.379541,10339.50289,11311.75522,12311.81166,13055.48758,11912.9167,12862.49133,13729.85927,13091.98012,14168.08218,15702.87275,14639.55843,16638.5205,15948.03202,16611.90439,17039.26219,15458.48264
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,5788329609,5489608300,5438857107,7511582173,8957467707,9918907108,10137883299,10939053365,10945070442,10267133178,12786654498,15351972361,14380004175,14901750991,15654660710,13578754072,15082578065,16088437675,16914245098,16593720656,15061922802
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,6.55448E+11,5.59984E+11,5.09795E+11,5.58234E+11,6.69289E+11,8.91634E+11,1.10763E+12,1.39711E+12,1.69586E+12,1.667E+12,2.20884E+12,2.61616E+12,2.46523E+12,2.47282E+12,2.45604E+12,1.80221E+12,1.79569E+12,2.06351E+12,1.91693E+12,1.87782E+12,1.44473E+12
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,3749.910848,3160.249345,2839.491501,3070.436419,3637.31389,4790.456566,5886.391522,7348.187963,8831.183643,8597.794335,11286.07154,13245.38737,12370.22325,12300.38671,12112.83496,8813.989806,8710.06329,9928.675897,9151.381732,8897.552966,6796.844542
Brazil,BRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9060.788667,9260.768381,9568.066027,9733.773304,10445.34718,10988.96115,11642.44705,12549.931,13312.76676,13269.12211,14299.55514,15040.06109,15046.29018,15588.72613,15718.56495,14744.11363,14256.16339,14524.61354,15020.43822,15388.23492,14835.41493
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,GDP per capita (current US$),NY.GDP.PCAP.CD,18012.50219,16472.00329,16850.39408,18560.5035,21902.02712,26105.42203,30979.96284,32663.39237,37934.67645,27956.00514,35270.64214,47055.96064,47739.55769,44740.85942,41725.86752,31164.03625,27158.40565,28571.60829,31628.47626,31085.96193,27442.95383
Brunei Darussalam,BRN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,66439.13672,68349.93038,70717.779,72755.32113,73808.32138,75214.16712,79772.89055,81012.99009,80036.74599,78298.52299,80280.02445,83935.22572,88245.95835,83788.51089,81371.23087,62540.62522,56297.22671,60994.53156,61839.11757,64724.13243,65612.70206
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,6001153306,5601090584,5843329108,6557333085,7872333215,9531402848,11470703002,12247694247,14393099069,10732366286,13707370737,18525319978,19047940301,18093829923,17098342541,12930394938,11400854268,12128104859,13567351175,13469422959,12005825770
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,1621.242961,1770.913534,2092.957694,2719.497656,3389.707049,3899.907638,4523.050833,5885.104348,7265.735497,6988.233325,6853.002854,7849.165283,7432.478766,7681.93462,7901.785876,7074.681023,7569.478815,8366.293221,9446.700772,9879.268533,10079.20338
